Rcvd msgID: 0x109; 01; A7; 00; 38; 00; 05; FF; 59  00:01:56.608
Rcvd msgID: 0x109; 01; A7; 00; 38; 00; 05; FF; 59  00:01:56.708
Rcvd msgID: 0x102; 02; B1; 00; 38; 00; 01; 08; 00  00:01:56.732
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:56.733
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:56.738
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:56.743
Rcvd msgID: 0x102; 02; B1; 00; 39; 00; 01; 08; 00  00:01:56.749
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:56.750
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:56.758
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:56.763
Rcvd msgID: 0x109; 01; A7; 00; 38; 00; 05; FF; 59  00:01:56.814
Rcvd msgID: 0x102; 02; B1; 00; 3A; 00; 01; 08; 00  00:01:56.846
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:56.846
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:56.850
Rcvd msgID: 0x109; 01; A7; 00; 39; 00; 05; FF; 59  00:01:56.901
Rcvd msgID: 0x102; 02; B1; 00; 3B; 00; 01; 08; 00  00:01:56.939
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:56.940
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:56.943
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:56.947
Rcvd msgID: 0x109; 01; A7; 00; 3B; 00; 05; FF; 59  00:01:56.997
Rcvd msgID: 0x102; 02; B1; 00; 3C; 00; 01; 08; 00  00:01:57.044
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:57.045
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:57.048
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:57.052
Rcvd msgID: 0x109; 01; A7; 00; 3C; 00; 05; FF; 59  00:01:57.102
Rcvd msgID: 0x102; 02; B1; 00; 3D; 00; 01; 08; 00  00:01:57.131
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:57.132
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:57.135
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:57.135
Rcvd msgID: 0x109; 01; A7; 00; 3D; 00; 05; FF; 59  00:01:57.185
Rcvd msgID: 0x102; 02; B1; 00; 3E; 00; 01; 08; 00  00:01:57.228
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:57.229
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:57.231
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:57.235
Rcvd msgID: 0x109; 01; A7; 00; 3D; 00; 05; FF; 59  00:01:57.285
Rcvd msgID: 0x102; 02; B1; 00; 3F; 00; 01; 08; 00  00:01:57.351
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:57.351
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:57.356
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:57.362
Rcvd msgID: 0x109; 01; A7; 00; 3E; 00; 05; FF; 59  00:01:57.413
Rcvd msgID: 0x102; 02; B1; 00; 40; 00; 01; 08; 00  00:01:57.419
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:57.420
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:57.427
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:57.432
Rcvd msgID: 0x109; 01; A7; 00; 3F; 00; 05; FF; 59  00:01:57.479
Rcvd msgID: 0x102; 02; B1; 00; 41; 00; 01; 08; 00  00:01:57.515
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:57.516
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:57.518
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:57.522
Rcvd msgID: 0x109; 01; A7; 00; 41; 00; 05; FF; 59  00:01:57.572
Rcvd msgID: 0x102; 02; B1; 00; 42; 00; 01; 08; 00  00:01:57.614
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:57.615
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:57.615
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:57.618
Rcvd msgID: 0x109; 01; A7; 00; 41; 00; 05; FF; 59  00:01:57.668
Rcvd msgID: 0x102; 02; B1; 00; 43; 00; 01; 08; 00  00:01:57.705
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:57.707
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:57.709
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:57.713
Rcvd msgID: 0x109; 01; A7; 00; 43; 00; 05; FF; 59  00:01:57.762
Rcvd msgID: 0x102; 02; B1; 00; 44; 00; 01; 08; 00  00:01:57.801
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:57.803
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:57.805
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:57.809
Rcvd msgID: 0x109; 01; A7; 00; 43; 00; 05; FF; 59  00:01:57.859
Rcvd msgID: 0x109; 01; A7; 00; 43; 00; 05; FF; 59  00:01:57.959
Rcvd msgID: 0x102; 02; B1; 00; 45; 00; 01; 08; 00  00:01:58.012
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:58.013
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:58.013
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:58.018
Rcvd msgID: 0x109; 01; A7; 00; 44; 00; 05; FF; 59  00:01:58.068
Rcvd msgID: 0x102; 02; B1; 00; 46; 00; 01; 08; 00  00:01:58.096
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:58.098
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:58.101
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:58.107
Rcvd msgID: 0x109; 01; A7; 00; 45; 00; 05; FF; 59  00:01:58.158
Rcvd msgID: 0x102; 02; B1; 00; 47; 00; 01; 08; 00  00:01:58.189
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:58.190
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:58.192
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:58.196
Rcvd msgID: 0x109; 01; A7; 00; 46; 00; 05; FF; 59  00:01:58.246
Rcvd msgID: 0x102; 02; B1; 00; 48; 00; 01; 08; 00  00:01:58.288
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:58.290
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:58.292
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:58.292
Rcvd msgID: 0x109; 01; A7; 00; 47; 00; 05; FF; 59  00:01:58.342
Rcvd msgID: 0x102; 02; B1; 00; 49; 00; 01; 08; 00  00:01:58.380
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:58.381
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:58.383
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:58.388
Rcvd msgID: 0x109; 01; A7; 00; 49; 00; 05; FF; 59  00:01:58.438
Rcvd msgID: 0x102; 02; B1; 00; 4A; 00; 01; 08; 00  00:01:58.480
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:58.480
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:58.485
Rcvd msgID: 0x109; 01; A8; 00; 49; 00; 05; FF; 59  00:01:58.536
Rcvd msgID: 0x109; 01; A7; 00; 4A; 00; 05; FF; 59  00:01:58.636
Rcvd msgID: 0x102; 02; B1; 00; 4B; 00; 01; 08; 00  00:01:58.661
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:58.662
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:58.670
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:58.675
Rcvd msgID: 0x102; 02; B1; 00; 4C; 00; 01; 08; 00  00:01:58.678
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:58.680
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:58.687
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:58.692
Rcvd msgID: 0x109; 01; A7; 00; 4B; 00; 05; FF; 59  00:01:58.743
Rcvd msgID: 0x102; 02; B1; 00; 4D; 00; 01; 08; 00  00:01:58.779
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:58.781
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:58.783
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:58.783
Rcvd msgID: 0x109; 01; A8; 00; 4C; 00; 05; FF; 59  00:01:58.833
Rcvd msgID: 0x102; 02; B1; 00; 4E; 00; 01; 08; 00  00:01:58.866
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:58.867
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:58.869
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:58.874
Rcvd msgID: 0x109; 01; A8; 00; 4D; 00; 05; FF; 59  00:01:58.924
Rcvd msgID: 0x102; 02; B1; 00; 4F; 00; 01; 08; 00  00:01:58.961
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:58.961
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:58.966
Rcvd msgID: 0x109; 01; A8; 00; 4F; 00; 05; FF; 59  00:01:59.017
Rcvd msgID: 0x102; 02; B1; 00; 50; 00; 01; 08; 00  00:01:59.061
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:59.062
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:59.064
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:59.068
Rcvd msgID: 0x109; 01; A8; 00; 4F; 00; 05; FF; 59  00:01:59.118
Rcvd msgID: 0x102; 02; B1; 00; 51; 00; 01; 08; 00  00:01:59.151
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:59.152
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:59.154
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:59.158
Rcvd msgID: 0x109; 01; A8; 00; 51; 00; 05; FF; 59  00:01:59.208
Rcvd msgID: 0x102; 02; B1; 00; 52; 00; 01; 08; 00  00:01:59.283
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:59.284
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:59.291
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:59.293
Rcvd msgID: 0x109; 01; A8; 00; 52; 00; 05; FF; 59  00:01:59.344
Rcvd msgID: 0x102; 02; B1; 00; 53; 00; 01; 08; 00  00:01:59.349
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:59.350
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:59.358
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:59.363
Rcvd msgID: 0x109; 01; A8; 00; 53; 00; 05; FF; 59  00:01:59.414
Rcvd msgID: 0x102; 02; B1; 00; 54; 00; 01; 08; 00  00:01:59.446
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:59.446
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:59.450
Rcvd msgID: 0x109; 01; A8; 00; 53; 00; 05; FF; 59  00:01:59.501
Rcvd msgID: 0x102; 02; B1; 00; 55; 00; 01; 08; 00  00:01:59.539
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:59.540
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:59.542
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:59.546
Rcvd msgID: 0x109; 01; A8; 00; 55; 00; 05; FF; 59  00:01:59.596
Rcvd msgID: 0x102; 02; B1; 00; 56; 00; 01; 08; 00  00:01:59.687
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:59.688
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:59.691
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:59.695
Rcvd msgID: 0x109; 01; A8; 00; 56; 00; 05; FF; 59  00:01:59.745
Rcvd msgID: 0x102; 02; B1; 00; 57; 00; 01; 08; 00  00:01:59.784
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:59.786
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:59.788
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:59.788
Rcvd msgID: 0x102; 02; B1; 00; 58; 00; 01; 08; 00  00:01:59.819
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:59.821
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:59.823
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:59.827
Rcvd msgID: 0x109; 01; A8; 00; 58; 00; 05; FF; 59  00:01:59.877
Rcvd msgID: 0x109; 01; A8; 00; 58; 00; 05; FF; 59  00:01:59.977
Rcvd msgID: 0x102; 02; B1; 00; 59; 00; 01; 08; 00  00:02:00.003
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:00.003
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:02:00.008
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:02:00.014
Rcvd msgID: 0x102; 02; B1; 00; 5A; 00; 01; 08; 00  00:02:00.020
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:00.022
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:02:00.029
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:02:00.035
Rcvd msgID: 0x109; 01; A8; 00; 59; 00; 05; FF; 59  00:02:00.086
Rcvd msgID: 0x102; 02; B1; 00; 5A; 00; 01; 08; 00  00:02:00.110
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:00.111
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:02:00.113
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:02:00.117
Rcvd msgID: 0x109; 01; A8; 00; 5A; 00; 05; FF; 59  00:02:00.167
Rcvd msgID: 0x102; 02; B1; 00; 5A; 00; 01; 08; 00  00:02:00.209
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:00.211
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:02:00.213
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:02:00.213
Rcvd msgID: 0x109; 01; A8; 00; 59; 00; 05; FF; 59  00:02:00.264
Rcvd msgID: 0x102; 02; B1; 00; 5A; 00; 01; 08; 00  00:02:00.301
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:00.302
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:02:00.304
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:02:00.309
Rcvd msgID: 0x109; 01; A8; 00; 5A; 00; 05; FF; 59  00:02:00.359
Rcvd msgID: 0x102; 02; B1; 00; 5A; 00; 01; 08; 00  00:02:00.402
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:00.402
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:02:00.407
Rcvd msgID: 0x109; 01; A8; 00; 59; 00; 05; FF; 59  00:02:00.459
Rcvd msgID: 0x102; 02; B1; 00; 5A; 00; 01; 08; 00  00:02:00.504
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:00.505
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:02:00.507
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:02:00.512
Rcvd msgID: 0x109; 01; A8; 00; 5A; 00; 05; FF; 59  00:02:00.562
Rcvd msgID: 0x102; 02; B1; 00; 5A; 00; 01; 08; 00  00:02:00.623
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:00.625
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:02:00.632
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:02:00.638
Rcvd msgID: 0x109; 01; A8; 00; 5A; 00; 05; FF; 59  00:02:00.689
Rcvd msgID: 0x102; 02; B1; 00; 5A; 04; 01; 08; 00  00:02:00.696
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:00.697
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:02:00.705
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:02:00.706
Rcvd msgID: 0x109; 01; A8; 00; 53; 00; 35; FF; 00  00:02:00.758
Rcvd msgID: 0x102; 02; B1; 00; 59; 04; 01; 08; 00  00:02:00.785
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:00.787
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:02:00.789
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:02:00.793
Rcvd msgID: 0x109; 01; A8; 00; 4B; 00; 35; FF; 00  00:02:00.844
Rcvd msgID: 0x102; 02; B1; 00; 56; 04; 01; 08; 00  00:02:00.883
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:00.883
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:02:00.887
Rcvd msgID: 0x109; 01; A7; 00; 41; 00; 35; FF; 00  00:02:00.939
Rcvd msgID: 0x102; 02; B1; 00; 53; 04; 01; 08; 00  00:02:00.981
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:00.982
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:02:00.984
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:02:00.989
Rcvd msgID: 0x109; 01; A7; 00; 36; 00; 35; FF; 00  00:02:01.039
Rcvd msgID: 0x102; 02; B1; 00; 50; 04; 01; 08; 00  00:02:01.073
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:01.074
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:02:01.077
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:02:01.081
Rcvd msgID: 0x109; 01; A7; 00; 2D; 00; 35; FF; 00  00:02:01.131
Rcvd msgID: 0x109; 01; A6; 00; 23; 00; 35; FF; 00  00:02:01.231
Rcvd msgID: 0x102; 02; B1; 00; 4D; 04; 01; 08; 00  00:02:01.248
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:01.250
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:02:01.254
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:02:01.260
Rcvd msgID: 0x102; 02; B1; 00; 4A; 04; 01; 08; 00  00:02:01.268
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:01.269
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:02:01.275
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:02:01.281
Rcvd msgID: 0x109; 01; A6; 00; 18; 00; 35; FF; 00  00:02:01.332
Rcvd msgID: 0x102; 02; B1; 00; 47; 04; 01; 08; 00  00:02:01.425
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:01.425
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:02:01.430
Rcvd msgID: 0x109; 01; A6; 00; 0F; 00; 35; FF; 00  00:02:01.481
Rcvd msgID: 0x102; 02; B1; 00; 44; 04; 01; 08; 00  00:02:01.520
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:01.521
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:02:01.524
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:02:01.528
Rcvd msgID: 0x102; 02; B1; 00; 41; 04; 01; 08; 00  00:02:01.560
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:01.560
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:02:01.564
Rcvd msgID: 0x109; 01; A6; 00; 0B; 00; 35; FF; 00  00:02:01.616
Rcvd msgID: 0x102; 02; B1; 00; 3E; 04; 01; 08; 00  00:02:01.658
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:01.659
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:02:01.662
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:02:01.667
Rcvd msgID: 0x109; 01; A5; 00; 08; 00; 35; FF; 00  00:02:01.717
Rcvd msgID: 0x102; 02; B1; 00; 3B; 04; 01; 08; 00  00:02:01.750
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:01.752
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:02:01.754
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:02:01.758
Rcvd msgID: 0x109; 01; A5; 00; 05; 00; 35; FF; 00  00:02:01.809
Rcvd msgID: 0x102; 02; B1; 00; 38; 04; 01; 08; 00  00:02:01.851
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:01.852
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:02:01.855
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:02:01.855
Rcvd msgID: 0x109; 01; 98; 00; 00; 00; 34; FF; 00  00:02:01.906
Rcvd msgID: 0x102; 02; B1; 00; 35; 04; 01; 08; 00  00:02:01.982
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:01.982
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:02:01.990
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:02:01.996
Rcvd msgID: 0x102; 02; B1; 00; 32; 04; 01; 08; 00  00:02:02.042
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:02.042
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:02:02.042
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:02:02.046
Rcvd msgID: 0x109; 01; 55; 00; 00; 00; 34; FF; 00  00:02:02.097
Rcvd msgID: 0x102; 02; B1; 00; 2F; 04; 01; 08; 00  00:02:02.138
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:02.139
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:02:02.142
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:02:02.147
Rcvd msgID: 0x102; 02; B1; 00; 2C; 04; 08; 08; 00  00:02:02.154
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:02.154
Rcvd msgID: 0x109; 01; 3E; 00; 00; 00; 34; FF; 00  00:02:02.201
Rcvd msgID: 0x102; 02; B1; 00; 29; 04; 08; 08; 00  00:02:02.241
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:02.241
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:02:02.245
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:02:02.249
Rcvd msgID: 0x109; 01; 2E; 00; 00; 00; 34; FF; 00  00:02:02.300
Rcvd msgID: 0x109; 01; 22; 00; 00; 00; 34; FF; 00  00:02:02.400
Rcvd msgID: 0x109; 01; 19; 00; 00; 00; 34; FF; 00  00:02:02.497
Rcvd msgID: 0x404; 06; 5F; FF; FE; 02; 26; 00; 00  00:02:02.517
Rcvd msgID: 0x505; 00; 00; 00; 56; 00; 00; 00; 00  00:02:02.517
Rcvd msgID: 0x109; 01; 13; 00; 00; 00; 34; FF; 00  00:02:02.597
Rcvd msgID: 0x109; 01; 0E; 00; 00; 00; 34; FF; 00  00:02:02.697
Rcvd msgID: 0x109; 01; 0A; 00; 00; 00; 34; FF; 00  00:02:02.797
Rcvd msgID: 0x109; 01; 08; 00; 00; 00; 30; FF; 00  00:02:02.847
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:02.947
Rcvd msgID: 0x109; 01; 05; 00; 00; 00; 30; FF; 00  00:02:02.994
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:03.094
Rcvd msgID: 0x404; 06; 5E; FF; FF; 02; 26; 00; 00  00:02:03.109
Rcvd msgID: 0x505; 00; 00; 00; 56; 00; 00; 00; 00  00:02:03.109
Rcvd msgID: 0x109; 01; 03; 00; 00; 00; 30; FF; 00  00:02:03.144
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:02:03.244
