Rcvd msgID: 0x109; 01; 2A; 00; 00; 00; 24; FF; 00  00:01:50.578
Rcvd msgID: 0x102; 02; B1; 00; 00; 00; 08; 08; 00  00:01:50.620
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:50.621
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:50.624
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:50.628
Rcvd msgID: 0x109; 01; 20; 00; 00; 00; 24; FF; 00  00:01:50.678
Rcvd msgID: 0x102; 02; B1; 00; 00; 00; 08; 08; 00  00:01:50.712
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:50.713
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:50.715
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:50.720
Rcvd msgID: 0x109; 01; 19; 00; 00; 00; 24; FF; 00  00:01:50.770
Rcvd msgID: 0x102; 02; B1; 00; 00; 00; 08; 08; 00  00:01:50.825
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:50.826
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:50.833
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:50.834
Rcvd msgID: 0x109; 01; 12; 00; 00; 00; 24; FF; 00  00:01:50.885
Rcvd msgID: 0x102; 02; B1; 00; 00; 00; 08; 08; 00  00:01:50.907
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:50.907
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:50.910
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:50.914
Rcvd msgID: 0x109; 01; 0F; 00; 00; 00; 24; FF; 00  00:01:50.963
Rcvd msgID: 0x102; 02; B1; 00; 00; 00; 08; 08; 00  00:01:51.058
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:51.058
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:51.064
Rcvd msgID: 0x109; 01; A5; 00; 00; 00; 24; FF; 00  00:01:51.115
Rcvd msgID: 0x102; 02; B1; 00; 00; 00; 01; 08; 00  00:01:51.153
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:51.154
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:51.157
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:51.161
Rcvd msgID: 0x102; 02; B1; 00; 00; 00; 01; 08; 00  00:01:51.198
Rcvd msgID: 0x109; 01; A5; 00; 00; 00; 24; FF; 59  00:01:51.198
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:51.204
Rcvd msgID: 0x109; 01; A5; 00; 00; 00; 24; FF; 59  00:01:51.242
Rcvd msgID: 0x102; 02; B1; 00; 00; 00; 01; 08; 00  00:01:51.292
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:51.293
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:51.296
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:51.300
Rcvd msgID: 0x109; 01; A5; 00; 00; 00; 24; FF; 59  00:01:51.337
Rcvd msgID: 0x102; 02; B1; 00; 01; 00; 01; 08; 00  00:01:51.386
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:51.387
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:51.389
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:51.393
Rcvd msgID: 0x109; 01; A5; 00; 00; 00; 24; FF; 59  00:01:51.443
Rcvd msgID: 0x109; 01; A5; 00; 00; 00; 24; FF; 59  00:01:51.543
Rcvd msgID: 0x102; 02; B1; 00; 02; 00; 01; 08; 00  00:01:51.549
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:51.550
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:51.554
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:51.559
Rcvd msgID: 0x102; 02; B1; 00; 03; 00; 01; 08; 00  00:01:51.579
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:51.580
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:51.582
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:51.587
Rcvd msgID: 0x109; 01; A5; 00; 00; 00; 05; FF; 59  00:01:51.637
Rcvd msgID: 0x102; 02; B1; 00; 04; 00; 01; 08; 00  00:01:51.680
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:51.680
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:51.686
Rcvd msgID: 0x109; 01; A5; 00; 00; 00; 05; FF; 59  00:01:51.737
Rcvd msgID: 0x102; 02; B1; 00; 05; 00; 01; 08; 00  00:01:51.774
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:51.775
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:51.777
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:51.781
Rcvd msgID: 0x109; 01; A5; 00; 00; 00; 05; FF; 59  00:01:51.830
Rcvd msgID: 0x102; 02; B1; 00; 06; 00; 01; 08; 00  00:01:51.880
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:51.881
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:51.883
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:51.887
Rcvd msgID: 0x109; 01; A5; 00; 00; 00; 05; FF; 59  00:01:51.936
Rcvd msgID: 0x102; 02; B1; 00; 07; 00; 01; 08; 00  00:01:51.964
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:51.965
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:51.968
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:51.968
Rcvd msgID: 0x109; 01; A5; 00; 08; 00; 05; FF; 59  00:01:52.017
Rcvd msgID: 0x102; 02; B1; 00; 08; 00; 01; 08; 00  00:01:52.060
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:52.061
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:52.064
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:52.068
Rcvd msgID: 0x109; 01; A5; 00; 08; 00; 05; FF; 59  00:01:52.118
Rcvd msgID: 0x102; 02; B1; 00; 09; 00; 01; 08; 00  00:01:52.163
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:52.163
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:52.167
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:52.172
Rcvd msgID: 0x109; 01; A5; 00; 09; 00; 05; FF; 59  00:01:52.223
Rcvd msgID: 0x102; 02; B1; 00; 0A; 00; 01; 08; 00  00:01:52.250
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:52.251
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:52.254
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:52.258
Rcvd msgID: 0x109; 01; A5; 00; 0A; 00; 05; FF; 59  00:01:52.304
Rcvd msgID: 0x102; 02; B1; 00; 0B; 00; 01; 08; 00  00:01:52.347
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:52.348
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:52.350
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:52.354
Rcvd msgID: 0x109; 01; A5; 00; 0B; 00; 05; FF; 59  00:01:52.403
Rcvd msgID: 0x102; 02; B1; 00; 0C; 00; 01; 08; 00  00:01:52.441
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:52.442
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:52.442
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:52.446
Rcvd msgID: 0x109; 01; A5; 00; 0C; 00; 05; FF; 59  00:01:52.496
Rcvd msgID: 0x102; 02; B1; 00; 0D; 00; 01; 08; 00  00:01:52.538
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:52.539
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:52.542
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:52.546
Rcvd msgID: 0x109; 01; A5; 00; 0D; 00; 05; FF; 59  00:01:52.596
Rcvd msgID: 0x102; 02; B1; 00; 0E; 00; 01; 08; 00  00:01:52.630
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:52.631
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:52.633
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:52.638
Rcvd msgID: 0x109; 01; A5; 00; 0E; 00; 05; FF; 59  00:01:52.688
Rcvd msgID: 0x109; 01; A5; 00; 0E; 00; 05; FF; 59  00:01:52.788
Rcvd msgID: 0x102; 02; B1; 00; 0F; 00; 01; 08; 00  00:01:52.820
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:52.821
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:52.821
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:52.824
Rcvd msgID: 0x109; 01; A5; 00; 0F; 00; 05; FF; 59  00:01:52.873
Rcvd msgID: 0x102; 02; B1; 00; 10; 00; 01; 08; 00  00:01:52.886
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:52.887
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:52.890
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:52.894
Rcvd msgID: 0x102; 02; B1; 00; 11; 00; 01; 08; 00  00:01:52.921
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:52.921
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:52.927
Rcvd msgID: 0x109; 01; A5; 00; 10; 00; 05; FF; 59  00:01:52.978
Rcvd msgID: 0x102; 02; B1; 00; 12; 00; 01; 08; 00  00:01:53.019
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:53.020
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:53.023
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:53.027
Rcvd msgID: 0x109; 01; A5; 00; 11; 00; 05; FF; 59  00:01:53.077
Rcvd msgID: 0x102; 02; B1; 00; 13; 00; 01; 08; 00  00:01:53.111
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:53.112
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:53.115
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:53.119
Rcvd msgID: 0x109; 01; A5; 00; 13; 00; 05; FF; 59  00:01:53.169
Rcvd msgID: 0x102; 02; B1; 00; 14; 00; 01; 08; 00  00:01:53.212
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:53.213
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:53.216
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:53.216
Rcvd msgID: 0x109; 01; A5; 00; 13; 00; 05; FF; 59  00:01:53.266
Rcvd msgID: 0x102; 02; B1; 00; 15; 00; 01; 08; 00  00:01:53.303
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:53.304
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:53.307
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:53.311
Rcvd msgID: 0x109; 01; A5; 00; 15; 00; 05; FF; 59  00:01:53.361
Rcvd msgID: 0x109; 01; A5; 00; 15; 00; 05; FF; 59  00:01:53.461
Rcvd msgID: 0x102; 02; B1; 00; 16; 00; 01; 08; 00  00:01:53.473
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:53.474
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:53.482
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:53.487
Rcvd msgID: 0x102; 02; B1; 00; 17; 00; 01; 08; 00  00:01:53.497
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:53.498
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:53.503
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:53.508
Rcvd msgID: 0x109; 01; A5; 00; 16; 00; 05; FF; 59  00:01:53.555
Rcvd msgID: 0x102; 02; B1; 00; 18; 00; 01; 08; 00  00:01:53.602
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:53.603
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:53.605
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:53.610
Rcvd msgID: 0x109; 01; A6; 00; 18; 00; 05; FF; 59  00:01:53.660
Rcvd msgID: 0x102; 02; B1; 00; 19; 00; 01; 08; 00  00:01:53.692
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:53.693
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:53.693
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:53.697
Rcvd msgID: 0x109; 01; A6; 00; 19; 00; 05; FF; 59  00:01:53.747
Rcvd msgID: 0x102; 02; B1; 00; 1A; 00; 01; 08; 00  00:01:53.786
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:53.787
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:53.789
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:53.793
Rcvd msgID: 0x109; 01; A6; 00; 1B; 00; 05; FF; 59  00:01:53.842
Rcvd msgID: 0x102; 02; B1; 00; 1B; 00; 01; 08; 00  00:01:53.880
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:53.881
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:53.883
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:53.887
Rcvd msgID: 0x109; 01; A6; 00; 1B; 00; 05; FF; 59  00:01:53.937
Rcvd msgID: 0x102; 02; B1; 00; 1C; 00; 01; 08; 00  00:01:53.975
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:53.976
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:53.979
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:53.979
Rcvd msgID: 0x109; 01; A6; 00; 1D; 00; 05; FF; 59  00:01:54.029
Rcvd msgID: 0x102; 02; B1; 00; 1D; 00; 01; 08; 00  00:01:54.094
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:54.095
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:54.103
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:54.108
Rcvd msgID: 0x109; 01; A6; 00; 1E; 00; 05; FF; 59  00:01:54.159
Rcvd msgID: 0x102; 02; B1; 00; 1E; 00; 01; 08; 00  00:01:54.171
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:54.171
Rcvd msgID: 0x109; 01; A6; 00; 1E; 00; 05; FF; 59  00:01:54.216
Rcvd msgID: 0x102; 02; B1; 00; 1F; 00; 01; 08; 00  00:01:54.254
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:54.255
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:54.258
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:54.262
Rcvd msgID: 0x109; 01; A6; 00; 20; 00; 05; FF; 59  00:01:54.312
Rcvd msgID: 0x102; 02; B1; 00; 20; 00; 01; 08; 00  00:01:54.355
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:54.355
Rcvd msgID: 0x109; 01; A6; 00; 21; 00; 05; FF; 59  00:01:54.407
Rcvd msgID: 0x102; 02; B1; 00; 21; 00; 01; 08; 00  00:01:54.501
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:54.502
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:54.505
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:54.509
Rcvd msgID: 0x109; 01; A6; 00; 22; 00; 05; FF; 59  00:01:54.559
Rcvd msgID: 0x102; 02; B1; 00; 22; 00; 01; 08; 00  00:01:54.598
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:54.598
Rcvd msgID: 0x102; 02; B1; 00; 23; 00; 01; 08; 00  00:01:54.628
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:54.629
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:54.632
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:54.636
Rcvd msgID: 0x109; 01; A6; 00; 23; 00; 05; FF; 59  00:01:54.686
Rcvd msgID: 0x109; 01; A6; 00; 24; 00; 05; FF; 59  00:01:54.786
Rcvd msgID: 0x102; 02; B1; 00; 24; 00; 01; 08; 00  00:01:54.793
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:54.793
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:54.798
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:54.804
Rcvd msgID: 0x102; 02; B1; 00; 25; 00; 01; 08; 00  00:01:54.820
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:54.822
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:54.824
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:54.828
Rcvd msgID: 0x109; 01; A6; 00; 26; 00; 05; FF; 59  00:01:54.878
Rcvd msgID: 0x102; 02; B1; 00; 26; 00; 01; 08; 00  00:01:54.917
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:54.918
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:54.921
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:54.925
Rcvd msgID: 0x109; 01; A6; 00; 27; 00; 05; FF; 59  00:01:54.975
Rcvd msgID: 0x102; 02; B1; 00; 27; 00; 01; 08; 00  00:01:55.012
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:55.013
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:55.016
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:55.016
Rcvd msgID: 0x109; 01; A6; 00; 28; 00; 05; FF; 59  00:01:55.066
Rcvd msgID: 0x102; 02; B1; 00; 28; 00; 01; 08; 00  00:01:55.109
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:55.110
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:55.113
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:55.117
Rcvd msgID: 0x109; 01; A6; 00; 28; 00; 05; FF; 59  00:01:55.167
Rcvd msgID: 0x102; 02; B1; 00; 29; 00; 01; 08; 00  00:01:55.204
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:55.204
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:55.209
Rcvd msgID: 0x109; 01; A6; 00; 2A; 00; 05; FF; 59  00:01:55.260
Rcvd msgID: 0x102; 02; B1; 00; 2A; 00; 01; 08; 00  00:01:55.309
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:55.310
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:55.313
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:55.317
Rcvd msgID: 0x109; 01; A6; 00; 2A; 00; 05; FF; 59  00:01:55.367
Rcvd msgID: 0x102; 02; B1; 00; 2B; 00; 01; 08; 00  00:01:55.409
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:55.410
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:55.417
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:55.423
Rcvd msgID: 0x109; 01; A6; 00; 2D; 00; 05; FF; 59  00:01:55.474
Rcvd msgID: 0x102; 02; B1; 00; 2C; 00; 01; 08; 00  00:01:55.495
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:55.496
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:55.498
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:55.498
Rcvd msgID: 0x109; 01; A6; 00; 2D; 00; 05; FF; 59  00:01:55.548
Rcvd msgID: 0x102; 02; B1; 00; 2D; 00; 01; 08; 00  00:01:55.591
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:55.592
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:55.595
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:55.599
Rcvd msgID: 0x109; 01; A6; 00; 2D; 00; 05; FF; 59  00:01:55.649
Rcvd msgID: 0x102; 02; B1; 00; 2E; 00; 01; 08; 00  00:01:55.686
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:55.686
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:55.690
Rcvd msgID: 0x109; 01; A6; 00; 2F; 00; 05; FF; 59  00:01:55.741
Rcvd msgID: 0x102; 02; B1; 00; 2F; 00; 01; 08; 00  00:01:55.784
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:55.785
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:55.787
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:55.791
Rcvd msgID: 0x109; 01; A6; 00; 2F; 00; 05; FF; 59  00:01:55.841
Rcvd msgID: 0x102; 02; B1; 00; 30; 00; 01; 08; 00  00:01:55.875
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:55.877
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:55.879
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:55.883
Rcvd msgID: 0x109; 01; A6; 00; 31; 00; 05; FF; 59  00:01:55.933
Rcvd msgID: 0x102; 02; B1; 00; 31; 00; 01; 08; 00  00:01:56.018
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:56.019
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:56.027
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:56.029
Rcvd msgID: 0x102; 02; B1; 00; 32; 00; 01; 08; 00  00:01:56.072
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:56.073
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:56.076
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:56.080
Rcvd msgID: 0x109; 01; A7; 00; 33; 00; 05; FF; 59  00:01:56.130
Rcvd msgID: 0x102; 02; B1; 00; 33; 00; 01; 08; 00  00:01:56.225
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:56.226
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:56.226
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:56.230
Rcvd msgID: 0x102; 02; B1; 00; 34; 00; 01; 08; 00  00:01:56.263
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:56.264
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:56.266
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:56.270
Rcvd msgID: 0x109; 01; A7; 00; 35; 00; 05; FF; 59  00:01:56.320
Rcvd msgID: 0x102; 02; B1; 00; 35; 00; 01; 08; 00  00:01:56.360
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:56.360
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:56.365
Rcvd msgID: 0x109; 01; A7; 00; 36; 00; 05; FF; 59  00:01:56.416
Rcvd msgID: 0x102; 02; B1; 00; 36; 00; 01; 08; 00  00:01:56.459
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:56.460
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:56.462
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:56.467
Rcvd msgID: 0x109; 01; A7; 00; 36; 00; 05; FF; 59  00:01:56.517
Rcvd msgID: 0x102; 02; B1; 00; 37; 00; 01; 08; 00  00:01:56.551
Rcvd msgID: 0x108; 00; F9; 01; 7D; B6; 00; 00; 00  00:01:56.552
Rcvd msgID: 0x100; 00; 00; 00; 00; B6; 00; 0F; 00  00:01:56.554
Rcvd msgID: 0x101; 00; FF; 5A; 3C; 00; 00; 00; 00  00:01:56.558
